Fecha,País,Número de vistas de página
17 nov 2022,Bolivia,20
17 nov 2022,United States,1
17 nov 2022,Ecuador,1
17 nov 2022,Chile,1
17 nov 2022,Mexico,3
18 nov 2022,Venezuela,1
18 nov 2022,Mexico,1
18 nov 2022,Ireland,1
18 nov 2022,Chile,1
18 nov 2022,Bolivia,1
18 nov 2022,Argentina,89
18 nov 2022,Peru,3
18 nov 2022,Brazil,3
18 nov 2022,China,2
18 nov 2022,France,4
19 nov 2022,Argentina,1
23 nov 2022,Mexico,3
23 nov 2022,Argentina,129
23 nov 2022,Ireland,1
23 nov 2022,United States,1
24 nov 2022,United States,1
24 nov 2022,China,2
24 nov 2022,Mexico,8
24 nov 2022,Argentina,76
24 nov 2022,Brazil,3
24 nov 2022,France,1
25 nov 2022,Indonesia,1
25 nov 2022,Ireland,1
25 nov 2022,United States,1
25 nov 2022,Argentina,51
25 nov 2022,Mexico,1
25 nov 2022,Uruguay,1
26 nov 2022,Colombia,1
26 nov 2022,Argentina,23
27 nov 2022,Costa Rica,1
27 nov 2022,Mexico,2
27 nov 2022,Colombia,1
27 nov 2022,Argentina,24
28 nov 2022,Argentina,75
28 nov 2022,China,1
28 nov 2022,Guatemala,5
28 nov 2022,Mexico,13
28 nov 2022,Sweden,1
28 nov 2022,Brazil,1
28 nov 2022,Spain,1
29 nov 2022,Ecuador,1
29 nov 2022,Brazil,2
29 nov 2022,Spain,1
29 nov 2022,Argentina,192
29 nov 2022,France,1
29 nov 2022,Peru,1
30 nov 2022,France,1
30 nov 2022,Chile,1
30 nov 2022,Mexico,3
30 nov 2022,Paraguay,2
30 nov 2022,United States,1
30 nov 2022,Argentina,136
1 dic 2022,Mexico,1
1 dic 2022,France,4
1 dic 2022,United States,1
1 dic 2022,Brazil,1
1 dic 2022,Paraguay,9
1 dic 2022,Germany,1
1 dic 2022,Colombia,4
1 dic 2022,Argentina,138
2 dic 2022,(not set),2
2 dic 2022,China,1
2 dic 2022,Mexico,1
2 dic 2022,Switzerland,1
2 dic 2022,Spain,1
2 dic 2022,Finland,1
2 dic 2022,United States,3
2 dic 2022,Chile,1
2 dic 2022,Argentina,101
2 dic 2022,France,1
2 dic 2022,Nicaragua,1
3 dic 2022,Argentina,23
3 dic 2022,(not set),3
3 dic 2022,Mexico,1
3 dic 2022,United States,1
4 dic 2022,Chile,3
4 dic 2022,China,1
4 dic 2022,Mexico,1
4 dic 2022,Colombia,2
4 dic 2022,Austria,1
4 dic 2022,Argentina,46
5 dic 2022,Uruguay,1
5 dic 2022,Argentina,145
5 dic 2022,Colombia,1
5 dic 2022,France,1
5 dic 2022,(not set),3
5 dic 2022,Mexico,2
5 dic 2022,Brazil,1
5 dic 2022,Ecuador,1
5 dic 2022,China,2
6 dic 2022,Brazil,2
6 dic 2022,Peru,1
6 dic 2022,Paraguay,51
6 dic 2022,Mexico,3
6 dic 2022,Chile,1
6 dic 2022,(not set),6
6 dic 2022,Colombia,1
6 dic 2022,Argentina,200
7 dic 2022,Uruguay,1
7 dic 2022,China,1
7 dic 2022,Colombia,1
7 dic 2022,Peru,1
7 dic 2022,Argentina,133
7 dic 2022,Paraguay,65
8 dic 2022,Brazil,5
8 dic 2022,Argentina,16
8 dic 2022,Paraguay,1
8 dic 2022,Sweden,1
9 dic 2022,Cuba,1
9 dic 2022,Venezuela,3
9 dic 2022,Argentina,18
9 dic 2022,China,2
10 dic 2022,United States,1
10 dic 2022,Argentina,14
11 dic 2022,El Salvador,1
11 dic 2022,Ecuador,1
11 dic 2022,Peru,1
11 dic 2022,Argentina,38
12 dic 2022,Belgium,2
12 dic 2022,Brazil,1
12 dic 2022,China,1
12 dic 2022,Argentina,373
12 dic 2022,Spain,8
12 dic 2022,Peru,1
13 dic 2022,Mexico,5
13 dic 2022,Argentina,98
13 dic 2022,Ecuador,3
14 dic 2022,Argentina,50
14 dic 2022,United States,2
14 dic 2022,Indonesia,3
14 dic 2022,Spain,2
15 dic 2022,Mexico,1
15 dic 2022,Cuba,1
15 dic 2022,Argentina,34
15 dic 2022,Peru,1
15 dic 2022,United States,2
15 dic 2022,Dominican Republic,1
16 dic 2022,Hong Kong,2
16 dic 2022,Spain,11
16 dic 2022,Argentina,93
16 dic 2022,Mexico,1
17 dic 2022,Argentina,25
17 dic 2022,Indonesia,1
17 dic 2022,Hong Kong,2
17 dic 2022,Ecuador,1
17 dic 2022,Spain,2
18 dic 2022,Spain,1
18 dic 2022,Indonesia,2
18 dic 2022,Argentina,8
19 dic 2022,Hong Kong,2
19 dic 2022,Argentina,26
19 dic 2022,Ecuador,81
19 dic 2022,Spain,2
19 dic 2022,China,1
20 dic 2022,Brazil,1
20 dic 2022,Argentina,76
20 dic 2022,Colombia,2
20 dic 2022,Spain,1
21 dic 2022,Argentina,117
21 dic 2022,Peru,1
21 dic 2022,Spain,2
21 dic 2022,Russia,1
22 dic 2022,Argentina,33
22 dic 2022,Peru,3
22 dic 2022,Germany,1
23 dic 2022,Brazil,1
23 dic 2022,Argentina,18
24 dic 2022,Argentina,3
24 dic 2022,Spain,1
24 dic 2022,United States,1
24 dic 2022,Mexico,1
25 dic 2022,Dominican Republic,1
25 dic 2022,Paraguay,1
25 dic 2022,Germany,2
25 dic 2022,Argentina,25
26 dic 2022,Ecuador,1
26 dic 2022,United Kingdom,1
26 dic 2022,China,1
26 dic 2022,Argentina,54
26 dic 2022,United States,1
26 dic 2022,Uruguay,1
26 dic 2022,Nicaragua,1
27 dic 2022,Argentina,13
27 dic 2022,Chile,1
27 dic 2022,China,1
27 dic 2022,Venezuela,1
27 dic 2022,Indonesia,3
28 dic 2022,Canada,1
28 dic 2022,Italy,6
28 dic 2022,Germany,1
28 dic 2022,United States,9
28 dic 2022,Spain,3
28 dic 2022,Brazil,1
28 dic 2022,Argentina,130
28 dic 2022,Indonesia,1
29 dic 2022,Brazil,3
29 dic 2022,Spain,5
29 dic 2022,United States,1
29 dic 2022,Ecuador,1
29 dic 2022,Peru,21
29 dic 2022,Argentina,127
29 dic 2022,Poland,1
29 dic 2022,China,2
30 dic 2022,Colombia,2
30 dic 2022,Argentina,26
31 dic 2022,Argentina,80
31 dic 2022,Spain,1
31 dic 2022,France,3
1 ene 2023,United States,2
1 ene 2023,Ecuador,2
1 ene 2023,Argentina,11
1 ene 2023,Colombia,1
1 ene 2023,Uruguay,2
2 ene 2023,(not set),4
2 ene 2023,Argentina,24
2 ene 2023,Brazil,8
2 ene 2023,Chile,1
2 ene 2023,Paraguay,1
3 ene 2023,Chile,4
3 ene 2023,Spain,1
3 ene 2023,Germany,1
3 ene 2023,Hong Kong,1
3 ene 2023,Argentina,23
3 ene 2023,Mexico,1
3 ene 2023,Ecuador,3
3 ene 2023,(not set),3
4 ene 2023,Mexico,1
4 ene 2023,Indonesia,1
4 ene 2023,China,1
4 ene 2023,Spain,1
4 ene 2023,Brazil,1
4 ene 2023,Argentina,32
4 ene 2023,Italy,1
4 ene 2023,Colombia,5
5 ene 2023,Mexico,4
5 ene 2023,Indonesia,1
5 ene 2023,Dominican Republic,1
5 ene 2023,Argentina,27
5 ene 2023,Brazil,2
6 ene 2023,Indonesia,3
6 ene 2023,Dominican Republic,1
6 ene 2023,Israel,1
6 ene 2023,Argentina,17
6 ene 2023,Cuba,1
6 ene 2023,Colombia,1
6 ene 2023,Chile,1
6 ene 2023,China,1
6 ene 2023,(not set),6
7 ene 2023,Chile,1
7 ene 2023,Mexico,5
7 ene 2023,Argentina,44
7 ene 2023,Indonesia,2
8 ene 2023,Mexico,2
8 ene 2023,Spain,2
8 ene 2023,Argentina,9
8 ene 2023,Colombia,1
9 ene 2023,Chile,5
9 ene 2023,Argentina,42
9 ene 2023,Germany,1
9 ene 2023,Hong Kong,1
9 ene 2023,Spain,1
10 ene 2023,Philippines,1
10 ene 2023,Switzerland,1
10 ene 2023,Mexico,2
10 ene 2023,Argentina,20
10 ene 2023,Spain,10
11 ene 2023,United States,1
11 ene 2023,Mexico,4
11 ene 2023,Argentina,23
11 ene 2023,Spain,5
12 ene 2023,Germany,1
12 ene 2023,Peru,1
12 ene 2023,United States,2
12 ene 2023,Brazil,3
12 ene 2023,Paraguay,3
12 ene 2023,Argentina,14
13 ene 2023,Argentina,20
13 ene 2023,Ecuador,2
13 ene 2023,Germany,1
13 ene 2023,Mexico,7
13 ene 2023,Hong Kong,1
13 ene 2023,France,1
13 ene 2023,Paraguay,1
14 ene 2023,Argentina,11
14 ene 2023,Guatemala,1
14 ene 2023,Ecuador,1
14 ene 2023,Mexico,2
15 ene 2023,Mexico,1
15 ene 2023,Argentina,10
15 ene 2023,Uruguay,2
16 ene 2023,United States,6
16 ene 2023,Argentina,16
16 ene 2023,Ecuador,1
16 ene 2023,Mexico,1
17 ene 2023,Honduras,1
17 ene 2023,Paraguay,17
17 ene 2023,Poland,1
17 ene 2023,Argentina,18
17 ene 2023,Mexico,2
17 ene 2023,United States,2
17 ene 2023,France,1
18 ene 2023,Argentina,22
18 ene 2023,Mexico,1
18 ene 2023,Hungary,1
18 ene 2023,Colombia,1
19 ene 2023,Honduras,4
19 ene 2023,Mexico,1
19 ene 2023,Hungary,2
19 ene 2023,United States,1
19 ene 2023,Argentina,33
19 ene 2023,Nicaragua,1
19 ene 2023,Indonesia,2
19 ene 2023,Ireland,1
20 ene 2023,Paraguay,1
20 ene 2023,Argentina,20
20 ene 2023,Germany,1
20 ene 2023,Mexico,1
20 ene 2023,Indonesia,2
20 ene 2023,Venezuela,3
21 ene 2023,Argentina,17
21 ene 2023,United States,2
21 ene 2023,Canada,1
21 ene 2023,Mexico,2
21 ene 2023,Peru,2
21 ene 2023,Switzerland,1
21 ene 2023,Brazil,1
22 ene 2023,Argentina,47
22 ene 2023,United States,1
22 ene 2023,Mexico,1
23 ene 2023,Cuba,1
23 ene 2023,Spain,1
23 ene 2023,Venezuela,1
23 ene 2023,South Korea,1
23 ene 2023,Chile,1
23 ene 2023,Mexico,3
23 ene 2023,Costa Rica,5
23 ene 2023,Argentina,27
24 ene 2023,Costa Rica,5
24 ene 2023,Ecuador,1
24 ene 2023,Peru,1
24 ene 2023,Spain,2
24 ene 2023,Argentina,17
25 ene 2023,Mexico,1
25 ene 2023,Argentina,27
26 ene 2023,Paraguay,2
26 ene 2023,United States,1
26 ene 2023,Argentina,36
26 ene 2023,Brazil,3
26 ene 2023,Cuba,2
26 ene 2023,Germany,1
26 ene 2023,Venezuela,1
26 ene 2023,Guatemala,1
27 ene 2023,Dominican Republic,1
27 ene 2023,Indonesia,16
27 ene 2023,Colombia,2
27 ene 2023,Chile,3
27 ene 2023,Paraguay,4
27 ene 2023,Costa Rica,15
27 ene 2023,Spain,1
27 ene 2023,Argentina,34
28 ene 2023,Philippines,1
28 ene 2023,Argentina,15
28 ene 2023,Dominican Republic,1
29 ene 2023,Argentina,12
29 ene 2023,Guatemala,4
29 ene 2023,Honduras,1
30 ene 2023,Argentina,56
30 ene 2023,Chile,1
30 ene 2023,Brazil,1
31 ene 2023,Spain,1
31 ene 2023,Germany,1
31 ene 2023,Argentina,59
1 feb 2023,Bolivia,2
1 feb 2023,Brazil,5
1 feb 2023,Argentina,48
1 feb 2023,Paraguay,2
1 feb 2023,Dominican Republic,1
2 feb 2023,United States,2
2 feb 2023,(not set),4
2 feb 2023,Brazil,4
2 feb 2023,Argentina,18
3 feb 2023,United States,1
3 feb 2023,Argentina,25
3 feb 2023,Spain,1
3 feb 2023,Paraguay,1
3 feb 2023,Brazil,7
3 feb 2023,Mexico,4
4 feb 2023,Argentina,42
4 feb 2023,Costa Rica,1
4 feb 2023,Mexico,2
4 feb 2023,China,1
5 feb 2023,(not set),5
5 feb 2023,Colombia,2
5 feb 2023,Poland,4
5 feb 2023,Argentina,44
5 feb 2023,Mexico,2
5 feb 2023,Brazil,4
6 feb 2023,Paraguay,1
6 feb 2023,Spain,1
6 feb 2023,Italy,1
6 feb 2023,United States,1
6 feb 2023,Argentina,97
6 feb 2023,Brazil,19
6 feb 2023,Venezuela,1
7 feb 2023,Spain,17
7 feb 2023,Argentina,125
8 feb 2023,United States,2
8 feb 2023,Mexico,4
8 feb 2023,Argentina,140
8 feb 2023,Brazil,3
8 feb 2023,Guatemala,2
9 feb 2023,Argentina,182
9 feb 2023,Paraguay,4
9 feb 2023,China,1
9 feb 2023,Spain,3
9 feb 2023,United States,1
9 feb 2023,Ecuador,2
9 feb 2023,Peru,1
9 feb 2023,Colombia,1
10 feb 2023,Paraguay,1
10 feb 2023,Argentina,82
10 feb 2023,El Salvador,1
10 feb 2023,Brazil,3
10 feb 2023,Cuba,1
11 feb 2023,Mexico,2
11 feb 2023,Chile,1
11 feb 2023,Argentina,5
11 feb 2023,China,1
11 feb 2023,Philippines,1
12 feb 2023,El Salvador,2
12 feb 2023,United States,2
12 feb 2023,Argentina,10
12 feb 2023,Ecuador,3
13 feb 2023,Indonesia,1
13 feb 2023,Mexico,2
13 feb 2023,Spain,2
13 feb 2023,Argentina,94
13 feb 2023,Guatemala,13
14 feb 2023,United States,2
14 feb 2023,Mexico,1
14 feb 2023,Spain,1
14 feb 2023,Argentina,90
14 feb 2023,Indonesia,2
15 feb 2023,China,2
15 feb 2023,Philippines,1
15 feb 2023,Argentina,441
15 feb 2023,Spain,1
15 feb 2023,Venezuela,1
15 feb 2023,Uruguay,5
15 feb 2023,Mexico,1
15 feb 2023,United States,2
16 feb 2023,Brazil,8
16 feb 2023,Argentina,255
16 feb 2023,Mexico,3
16 feb 2023,Peru,2
16 feb 2023,Sweden,1
16 feb 2023,Ecuador,2
16 feb 2023,Spain,1
16 feb 2023,Paraguay,1
16 feb 2023,United States,1
16 feb 2023,Colombia,1
16 feb 2023,Guatemala,1
17 feb 2023,United States,1
17 feb 2023,Argentina,79
17 feb 2023,Italy,1
17 feb 2023,Uruguay,1
17 feb 2023,Ecuador,4
17 feb 2023,Philippines,1
17 feb 2023,Mexico,3
18 feb 2023,Mexico,2
18 feb 2023,Argentina,22
18 feb 2023,Germany,1
18 feb 2023,Puerto Rico,1
18 feb 2023,Cuba,1
18 feb 2023,Peru,2
19 feb 2023,Netherlands,6
19 feb 2023,Argentina,116
19 feb 2023,Mexico,1
20 feb 2023,Colombia,1
20 feb 2023,Uruguay,1
20 feb 2023,Mexico,4
20 feb 2023,Paraguay,2
20 feb 2023,Argentina,38
21 feb 2023,United Kingdom,16
21 feb 2023,Paraguay,2
21 feb 2023,Argentina,44
21 feb 2023,Bolivia,1
21 feb 2023,Mexico,3
21 feb 2023,Colombia,1
22 feb 2023,Netherlands,3
22 feb 2023,Argentina,367
22 feb 2023,Honduras,1
22 feb 2023,Mexico,5
22 feb 2023,Costa Rica,1
22 feb 2023,Spain,1
22 feb 2023,Paraguay,2
23 feb 2023,Mexico,7
23 feb 2023,Paraguay,1
23 feb 2023,Guatemala,1
23 feb 2023,Netherlands,3
23 feb 2023,United States,3
23 feb 2023,Argentina,191
23 feb 2023,Ireland,1
24 feb 2023,China,1
24 feb 2023,Argentina,120
24 feb 2023,Netherlands,1
24 feb 2023,Costa Rica,1
24 feb 2023,Paraguay,1
25 feb 2023,Argentina,39
25 feb 2023,Mexico,2
25 feb 2023,Paraguay,1
25 feb 2023,Costa Rica,1
25 feb 2023,Puerto Rico,1
26 feb 2023,Paraguay,1
26 feb 2023,Indonesia,1
26 feb 2023,Mexico,1
26 feb 2023,Argentina,18
26 feb 2023,Peru,1
26 feb 2023,Costa Rica,2
27 feb 2023,Colombia,4
27 feb 2023,Paraguay,1
27 feb 2023,Brazil,1
27 feb 2023,Argentina,136
27 feb 2023,United States,1
27 feb 2023,Guatemala,1
27 feb 2023,China,1
28 feb 2023,Ecuador,143
28 feb 2023,Mexico,4
28 feb 2023,Argentina,208
28 feb 2023,Guatemala,1
1 mar 2023,Paraguay,5
1 mar 2023,(not set),2
1 mar 2023,Mexico,4
1 mar 2023,Argentina,277
1 mar 2023,Ireland,1
1 mar 2023,Sweden,2
1 mar 2023,Colombia,2
1 mar 2023,United States,11
1 mar 2023,Brazil,1
2 mar 2023,China,1
2 mar 2023,(not set),2
2 mar 2023,Paraguay,2
2 mar 2023,Indonesia,11
2 mar 2023,Ireland,4
2 mar 2023,Spain,12
2 mar 2023,Sweden,1
2 mar 2023,Belgium,1
2 mar 2023,Brazil,2
2 mar 2023,Argentina,219
2 mar 2023,Panama,1
2 mar 2023,Australia,1
2 mar 2023,United States,8
3 mar 2023,Spain,2
3 mar 2023,Ireland,1
3 mar 2023,United States,8
3 mar 2023,Colombia,1
3 mar 2023,Honduras,1
3 mar 2023,Mexico,2
3 mar 2023,Bolivia,1
3 mar 2023,Chile,1
3 mar 2023,Argentina,49
3 mar 2023,Venezuela,5
3 mar 2023,Sweden,3
4 mar 2023,(not set),2
4 mar 2023,Mexico,1
4 mar 2023,United States,3
4 mar 2023,Indonesia,2
4 mar 2023,Guatemala,2
4 mar 2023,Puerto Rico,2
4 mar 2023,Paraguay,1
4 mar 2023,Chile,1
4 mar 2023,Ireland,1
4 mar 2023,Argentina,58
5 mar 2023,Indonesia,3
5 mar 2023,Paraguay,1
5 mar 2023,United States,2
5 mar 2023,(not set),2
5 mar 2023,Argentina,46
5 mar 2023,Colombia,1
6 mar 2023,Chile,20
6 mar 2023,Argentina,126
6 mar 2023,United States,5
6 mar 2023,Mexico,2
6 mar 2023,Bolivia,1
6 mar 2023,Ireland,1
7 mar 2023,Argentina,196
7 mar 2023,Ireland,1
7 mar 2023,Bolivia,1
7 mar 2023,Russia,1
7 mar 2023,Indonesia,1
7 mar 2023,Guatemala,1
7 mar 2023,United States,1
7 mar 2023,Mexico,9
7 mar 2023,Spain,1
8 mar 2023,Uruguay,1
8 mar 2023,Germany,1
8 mar 2023,Paraguay,1
8 mar 2023,Ireland,1
8 mar 2023,Mexico,2
8 mar 2023,China,1
8 mar 2023,United States,1
8 mar 2023,Argentina,85
8 mar 2023,Indonesia,4
9 mar 2023,Argentina,132
9 mar 2023,Mexico,5
9 mar 2023,United States,6
9 mar 2023,Brazil,1
9 mar 2023,Venezuela,1
9 mar 2023,Sweden,1
9 mar 2023,Bolivia,2
9 mar 2023,Guatemala,1
9 mar 2023,Italy,10
9 mar 2023,Indonesia,1
9 mar 2023,Paraguay,59
9 mar 2023,Spain,3
10 mar 2023,France,14
10 mar 2023,Nicaragua,1
10 mar 2023,Argentina,77
10 mar 2023,Peru,4
10 mar 2023,Ireland,1
10 mar 2023,Ecuador,2
10 mar 2023,Brazil,3
10 mar 2023,Spain,4
10 mar 2023,Guatemala,4
10 mar 2023,United States,1
11 mar 2023,Argentina,43
11 mar 2023,Brazil,2
11 mar 2023,Peru,1
11 mar 2023,Spain,3
11 mar 2023,Cuba,3
11 mar 2023,Venezuela,1
11 mar 2023,Mexico,3
11 mar 2023,Ireland,1
12 mar 2023,Mexico,1
12 mar 2023,Chile,1
12 mar 2023,Indonesia,1
12 mar 2023,Guatemala,5
12 mar 2023,Argentina,21
12 mar 2023,Spain,1
12 mar 2023,Colombia,2
12 mar 2023,Venezuela,2
13 mar 2023,Paraguay,2
13 mar 2023,(not set),3
13 mar 2023,United States,5
13 mar 2023,Mexico,3
13 mar 2023,Argentina,177
13 mar 2023,Honduras,1
14 mar 2023,Ecuador,1
14 mar 2023,Argentina,218
14 mar 2023,United States,1
14 mar 2023,Colombia,1
14 mar 2023,Spain,11
14 mar 2023,Indonesia,1
14 mar 2023,Brazil,5
15 mar 2023,Argentina,207
15 mar 2023,Ireland,1
15 mar 2023,Uruguay,4
15 mar 2023,Paraguay,1
15 mar 2023,United States,4
15 mar 2023,Colombia,2
15 mar 2023,China,2
16 mar 2023,Ireland,1
16 mar 2023,Italy,1
16 mar 2023,Mexico,2
16 mar 2023,Bolivia,2
16 mar 2023,Nicaragua,1
16 mar 2023,Indonesia,15
16 mar 2023,Germany,1
16 mar 2023,Argentina,128
16 mar 2023,Costa Rica,1
16 mar 2023,United States,3
17 mar 2023,Ireland,2
17 mar 2023,Paraguay,1
17 mar 2023,United States,2
17 mar 2023,Argentina,57
17 mar 2023,Bolivia,1
17 mar 2023,Italy,2
17 mar 2023,Indonesia,4
17 mar 2023,Venezuela,2
18 mar 2023,United States,1
18 mar 2023,Mexico,2
18 mar 2023,Portugal,1
18 mar 2023,Paraguay,7
18 mar 2023,Indonesia,1
18 mar 2023,Ecuador,58
18 mar 2023,Argentina,82
19 mar 2023,China,1
19 mar 2023,Argentina,56
19 mar 2023,Paraguay,2
19 mar 2023,Portugal,1
19 mar 2023,Bolivia,1
19 mar 2023,Guatemala,4
19 mar 2023,Venezuela,1
19 mar 2023,Indonesia,1
19 mar 2023,United States,1
20 mar 2023,Spain,1
20 mar 2023,Guatemala,1
20 mar 2023,Mexico,2
20 mar 2023,United States,1
20 mar 2023,Ireland,1
20 mar 2023,Paraguay,6
20 mar 2023,Indonesia,1
20 mar 2023,China,1
20 mar 2023,France,22
20 mar 2023,Argentina,730
21 mar 2023,Bolivia,1
21 mar 2023,Spain,41
21 mar 2023,Ecuador,1
21 mar 2023,Argentina,407
21 mar 2023,Colombia,4
21 mar 2023,Paraguay,1
22 mar 2023,Mexico,1
22 mar 2023,Argentina,65
26 mar 2023,Argentina,76
27 mar 2023,Chile,1
27 mar 2023,Argentina,352
27 mar 2023,Italy,2
27 mar 2023,Indonesia,2
27 mar 2023,Uruguay,1
27 mar 2023,Mexico,1
28 mar 2023,China,1
28 mar 2023,Peru,1
28 mar 2023,Mexico,1
28 mar 2023,Chile,3
28 mar 2023,Honduras,1
28 mar 2023,(not set),1
28 mar 2023,Argentina,230
29 mar 2023,Panama,1
29 mar 2023,Argentina,443
29 mar 2023,Dominican Republic,1
29 mar 2023,United States,15
29 mar 2023,China,2
29 mar 2023,Guatemala,1
29 mar 2023,Mexico,4
29 mar 2023,Peru,3
29 mar 2023,(not set),1
30 mar 2023,Mexico,5
30 mar 2023,United States,1
30 mar 2023,Chile,2
30 mar 2023,Italy,1
30 mar 2023,Argentina,248
31 mar 2023,United States,2
31 mar 2023,Argentina,98
31 mar 2023,Ecuador,1
31 mar 2023,(not set),1
31 mar 2023,Sweden,1
31 mar 2023,Chile,1
31 mar 2023,China,1
31 mar 2023,Mexico,1
1 abr 2023,Spain,1
1 abr 2023,Mexico,1
1 abr 2023,Argentina,167
1 abr 2023,Dominican Republic,1
1 abr 2023,Peru,1
2 abr 2023,Italy,1
2 abr 2023,France,1
2 abr 2023,Argentina,81
2 abr 2023,China,4
2 abr 2023,Costa Rica,1
2 abr 2023,Peru,1
2 abr 2023,Venezuela,1
3 abr 2023,Bolivia,1
3 abr 2023,(not set),1
3 abr 2023,United States,3
3 abr 2023,Argentina,184
3 abr 2023,Indonesia,29
3 abr 2023,Peru,1
3 abr 2023,Ecuador,1
3 abr 2023,Uruguay,1
3 abr 2023,China,1
3 abr 2023,Sweden,1
3 abr 2023,Mexico,2
4 abr 2023,Paraguay,1
4 abr 2023,Indonesia,2
4 abr 2023,China,2
4 abr 2023,Argentina,207
4 abr 2023,Brazil,2
5 abr 2023,Argentina,256
5 abr 2023,(not set),3
5 abr 2023,Peru,5
5 abr 2023,Brazil,12
5 abr 2023,Chile,2
5 abr 2023,Hong Kong,1
5 abr 2023,Colombia,2
5 abr 2023,United States,1
5 abr 2023,China,1
6 abr 2023,Hong Kong,1
6 abr 2023,Venezuela,3
6 abr 2023,(not set),2
6 abr 2023,Argentina,78
6 abr 2023,Brazil,1
6 abr 2023,China,2
6 abr 2023,Peru,2
7 abr 2023,China,2
7 abr 2023,Mexico,2
7 abr 2023,Argentina,43
7 abr 2023,Peru,1
7 abr 2023,Malaysia,1
7 abr 2023,Venezuela,1
7 abr 2023,Paraguay,1
7 abr 2023,Dominican Republic,1
8 abr 2023,China,1
8 abr 2023,Argentina,81
8 abr 2023,Paraguay,1
8 abr 2023,Peru,1
8 abr 2023,Ecuador,1
8 abr 2023,(not set),2
8 abr 2023,El Salvador,1
8 abr 2023,Belgium,1
9 abr 2023,Peru,4
9 abr 2023,Panama,1
9 abr 2023,United States,4
9 abr 2023,(not set),3
9 abr 2023,Brazil,1
9 abr 2023,Argentina,76
9 abr 2023,Guatemala,1
9 abr 2023,Chile,1
9 abr 2023,Spain,1
9 abr 2023,Uruguay,2
10 abr 2023,Netherlands,7
10 abr 2023,Venezuela,1
10 abr 2023,Argentina,281
10 abr 2023,Chile,2
10 abr 2023,Sweden,1
10 abr 2023,United States,1
10 abr 2023,Dominican Republic,1
10 abr 2023,Paraguay,1
10 abr 2023,Indonesia,2
11 abr 2023,Uruguay,1
11 abr 2023,Mexico,1
11 abr 2023,Argentina,232
11 abr 2023,Dominican Republic,1
11 abr 2023,United Arab Emirates,1
11 abr 2023,Peru,1
11 abr 2023,Ecuador,1
11 abr 2023,Paraguay,2
11 abr 2023,China,2
11 abr 2023,Chile,3
11 abr 2023,Hungary,1
12 abr 2023,Brazil,4
12 abr 2023,Paraguay,2
12 abr 2023,Argentina,162
12 abr 2023,Hong Kong,1
12 abr 2023,Bolivia,2
12 abr 2023,Honduras,1
12 abr 2023,Ecuador,1
12 abr 2023,Colombia,1
12 abr 2023,Hungary,1
12 abr 2023,Canada,1
12 abr 2023,Spain,1
13 abr 2023,Argentina,352
13 abr 2023,Peru,1
13 abr 2023,Indonesia,2
13 abr 2023,Spain,1
13 abr 2023,Paraguay,1
13 abr 2023,(not set),1
13 abr 2023,United States,1
13 abr 2023,Brazil,1
13 abr 2023,Uruguay,1
14 abr 2023,China,2
14 abr 2023,Spain,1
14 abr 2023,Venezuela,1
14 abr 2023,United States,1
14 abr 2023,Argentina,679
14 abr 2023,Sweden,1
14 abr 2023,Malaysia,1
14 abr 2023,(not set),2
14 abr 2023,Uruguay,2
14 abr 2023,Paraguay,8
14 abr 2023,Honduras,1
14 abr 2023,Indonesia,1
14 abr 2023,Morocco,1
14 abr 2023,Guatemala,2
15 abr 2023,Egypt,1
15 abr 2023,Colombia,1
15 abr 2023,Mexico,1
15 abr 2023,Argentina,41
16 abr 2023,Argentina,109
16 abr 2023,China,3
16 abr 2023,Mexico,1
16 abr 2023,Bolivia,10
16 abr 2023,(not set),2
17 abr 2023,Peru,1
17 abr 2023,Belgium,1
17 abr 2023,Guatemala,1
17 abr 2023,Colombia,1
17 abr 2023,Argentina,626
17 abr 2023,United States,4
17 abr 2023,Brazil,1
17 abr 2023,Sweden,1
17 abr 2023,China,1
17 abr 2023,Dominican Republic,1
17 abr 2023,Mexico,4
18 abr 2023,Colombia,18
18 abr 2023,Chile,1
18 abr 2023,Peru,1
18 abr 2023,Brazil,4
18 abr 2023,United States,3
18 abr 2023,Argentina,364
18 abr 2023,Spain,8
18 abr 2023,Indonesia,1
18 abr 2023,Mexico,9
19 abr 2023,United States,1
19 abr 2023,Malaysia,1
19 abr 2023,Chile,2
19 abr 2023,Peru,1
19 abr 2023,Mexico,2
19 abr 2023,Spain,1
19 abr 2023,Argentina,262
19 abr 2023,Brazil,1
20 abr 2023,Mexico,3
20 abr 2023,Paraguay,2
20 abr 2023,Colombia,1
20 abr 2023,Argentina,267
20 abr 2023,Venezuela,1
21 abr 2023,Peru,1
21 abr 2023,Mexico,7
21 abr 2023,China,1
21 abr 2023,United States,1
21 abr 2023,Jamaica,1
21 abr 2023,Ecuador,1
21 abr 2023,(not set),1
21 abr 2023,Colombia,1
21 abr 2023,Argentina,630
21 abr 2023,Sweden,2
22 abr 2023,Peru,6
22 abr 2023,Spain,1
22 abr 2023,Guatemala,1
22 abr 2023,Mexico,9
22 abr 2023,Colombia,1
22 abr 2023,Argentina,94
22 abr 2023,Netherlands,1
23 abr 2023,Colombia,13
23 abr 2023,Paraguay,2
23 abr 2023,Mexico,2
23 abr 2023,El Salvador,1
23 abr 2023,United States,2
23 abr 2023,Argentina,88
